gene_id	baseMean	log2FoldChange	lfcSE	pvalue	padj
LOC111106650	29.26709778	-0.1263538	0.20783343	0.261774	0.4860893
LOC111106653	24.37539149	0.5576134	0.3022839	0.005134423	0.03038355
LOC111106654	22.85336769	0.07947198	0.22358648	0.4973993	0.7079927
LOC111106655	106.93594427	-0.05077513	0.32119753	0.7200636	0.8575557
LOC111106656	24.56842355	-2.93922	0.73283286	7.737013e-07	1.911329e-05
LOC111106658	47.36523039	0.1182108	0.20043706	0.2800488	0.5072353
LOC111106659	40.3726714	1.638907	0.41238198	1.85967e-06	4.080262e-05
LOC111106660	12.95846888	0.66614	0.56908199	0.01514501	0.06890052
LOC111106661	12.23897921	0.05943587	0.20703383	0.5921117	0.7740896
LOC111106663	11.59228564	-0.1015778	0.27643901	0.4493569	0.6693209
LOC111106664	17.36020141	0.3034805	0.36825581	0.08810515	0.2405631
LOC111106666	9.52041089	0.1174933	0.30272602	0.4074272	0.6347696
LOC111106667	121.5712122	0.1250931	0.13742663	0.1401528	0.3269905
LOC111106668	20.48975245	-0.005937248	0.27667787	0.9640396	0.9832021
LOC111106670	46.65501875	-0.2463785	0.28523378	0.09847867	0.2596842
LOC111106672	32.80569203	0.6518734	0.43015028	0.008183099	0.04357585
LOC111106673	5.06425664	3.735331	1.10232489	9.498025e-06	0.0001663401
LOC111106674	15.12753373	0.07541016	0.20400823	0.4925822	0.7043569
LOC111106675	32.36878113	-0.6131443	0.36725075	0.006576729	0.03676574
LOC111106677	127.56495094	-0.2588944	0.16479269	0.0163975	0.07295592
LOC111106696	108.73463042	0.01742681	0.15567852	0.847369	0.9261193
LOC111106698	17.72270306	0.05489408	0.15815591	0.5480353	0.7442199
LOC111106699	12.887132	-0.0993873	0.2034835	0.366471	0.5964352
LOC111106700	84.76392699	3.239935	0.36769534	3.133094e-20	9.623958e-18
LOC111106701	10.87154665	0.894347	0.80769094	0.009763133	0.04989499
LOC111106702	58.62138725	-0.4137431	0.34555748	0.02891198	0.1106113
LOC111106703	16.56073794	1.484065	0.40362917	6.598733e-06	0.0001217766
LOC111106705	4.31420261	1.41306	0.9886479	0.002329033	0.01642141
LOC111106706	61.82219551	-0.2370559	0.36867024	0.1596169	0.3550506
LOC111106710	311.72347746	-0.4116029	0.3619576	0.03300521	0.1215694
LOC111106712	55.09285103	0.5103829	0.249166	0.003530171	0.02270924
LOC111106713	33.22709486	-0.1289238	0.175895	0.1986354	0.4096779
LOC111106714	13.36374713	0.2641098	0.27222477	0.07295774	0.2116563
