gene_id,n_analyses,analyses
LOC111135790,2,cross_study_DEG_comparison; ds1-5_allDEGs_merged
LOC111135795,2,cross_study_DEG_comparison; ds1-5_allDEGs_merged
LOC111135810,2,cross_study_DEG_comparison; ds1-5_allDEGs_merged
LOC111135827,2,cross_study_DEG_comparison; ds1-5_allDEGs_merged
LOC111135841,2,cross_study_DEG_comparison; ds1-5_allDEGs_merged
LOC111135852,2,cross_study_DEG_comparison; ds1-5_allDEGs_merged
LOC111135890,2,cross_study_DEG_comparison; ds1-5_allDEGs_merged
LOC111135909,2,cross_study_DEG_comparison; ds1-5_allDEGs_merged
LOC111135917,2,cross_study_DEG_comparison; ds1-5_allDEGs_merged
LOC111135931,2,cross_study_DEG_comparison; ds1-5_allDEGs_merged
LOC111135952,2,cross_study_DEG_comparison; ds1-5_allDEGs_merged
LOC111136001,2,cross_study_DEG_comparison; ds1-5_allDEGs_merged
LOC111136030,2,cross_study_DEG_comparison; ds1-5_allDEGs_merged
LOC111136053,2,cross_study_DEG_comparison; ds1-5_allDEGs_merged
LOC111136061,2,cross_study_DEG_comparison; ds1-5_allDEGs_merged
LOC111136064,2,cross_study_DEG_comparison; ds1-5_allDEGs_merged
LOC111136075,2,cross_study_DEG_comparison; ds1-5_allDEGs_merged
LOC111136152,2,cross_study_DEG_comparison; ds1-5_allDEGs_merged
LOC111136160,2,cross_study_DEG_comparison; ds1-5_allDEGs_merged
LOC111136168,2,cross_study_DEG_comparison; ds1-5_allDEGs_merged
LOC111136197,2,cross_study_DEG_comparison; ds1-5_allDEGs_merged
LOC111136229,2,ds1-5_allDEGs_merged; final_consensus_genes
LOC111136256,2,cross_study_DEG_comparison; ds1-5_allDEGs_merged
LOC111136258,2,cross_study_DEG_comparison; ds1-5_allDEGs_merged
LOC111136279,2,cross_study_DEG_comparison; ds1-5_allDEGs_merged
LOC111136288,2,cross_study_DEG_comparison; ds1-5_allDEGs_merged
LOC111136293,2,cross_study_DEG_comparison; ds1-5_allDEGs_merged
LOC111136379,2,cross_study_DEG_comparison; ds1-5_allDEGs_merged
LOC111136382,2,cross_study_DEG_comparison; ds1-5_allDEGs_merged
LOC111136426,2,cross_study_DEG_comparison; ds1-5_allDEGs_merged
LOC111136437,2,cross_study_DEG_comparison; ds1-5_allDEGs_merged
LOC111136458,2,cross_study_DEG_comparison; ds1-5_allDEGs_merged
LOC111136471,2,cross_study_DEG_comparison; ds1-5_allDEGs_merged
LOC111136499,2,cross_study_DEG_comparison; ds1-5_allDEGs_merged
LOC111136519,2,cross_study_DEG_comparison; ds1-5_allDEGs_merged
LOC111136540,2,cross_study_DEG_comparison; ds1-5_allDEGs_merged
LOC111136558,2,cross_study_DEG_comparison; ds1-5_allDEGs_merged
LOC111136619,2,cross_study_DEG_comparison; ds1-5_allDEGs_merged
LOC111136620,2,cross_study_DEG_comparison; ds1-5_allDEGs_merged
LOC111136622,2,cross_study_DEG_comparison; ds1-5_allDEGs_merged
LOC111136635,2,cross_study_DEG_comparison; ds1-5_allDEGs_merged
LOC111136653,2,cross_study_DEG_comparison; ds1-5_allDEGs_merged
LOC111136660,2,cross_study_DEG_comparison; ds1-5_allDEGs_merged
LOC111136663,2,cross_study_DEG_comparison; ds1-5_allDEGs_merged
LOC111136700,2,cross_study_DEG_comparison; ds1-5_allDEGs_merged
LOC111136715,2,cross_study_DEG_comparison; ds1-5_allDEGs_merged
LOC111136730,2,cross_study_DEG_comparison; ds1-5_allDEGs_merged
LOC111136740,2,cross_study_DEG_comparison; ds1-5_allDEGs_merged
LOC111136763,2,cross_study_DEG_comparison; ds1-5_allDEGs_merged
LOC111136780,2,cross_study_DEG_comparison; ds1-5_allDEGs_merged
LOC111136807,2,cross_study_DEG_comparison; ds1-5_allDEGs_merged
LOC111136817,2,cross_study_DEG_comparison; ds1-5_allDEGs_merged
LOC111136833,2,cross_study_DEG_comparison; ds1-5_allDEGs_merged
LOC111136850,2,cross_study_DEG_comparison; ds1-5_allDEGs_merged
LOC111136852,2,cross_study_DEG_comparison; ds1-5_allDEGs_merged
LOC111136943,2,cross_study_DEG_comparison; ds1-5_allDEGs_merged
LOC111136945,2,cross_study_DEG_comparison; ds1-5_allDEGs_merged
LOC111136979,2,cross_study_DEG_comparison; ds1-5_allDEGs_merged
LOC111136981,2,cross_study_DEG_comparison; ds1-5_allDEGs_merged
LOC111136982,2,cross_study_DEG_comparison; ds1-5_allDEGs_merged
LOC111137000,2,cross_study_DEG_comparison; ds1-5_allDEGs_merged
LOC111137043,2,cross_study_DEG_comparison; ds1-5_allDEGs_merged
LOC111137068,2,cross_study_DEG_comparison; ds1-5_allDEGs_merged
LOC111137082,2,cross_study_DEG_comparison; ds1-5_allDEGs_merged
LOC111137087,2,cross_study_DEG_comparison; ds1-5_allDEGs_merged
LOC111137089,2,cross_study_DEG_comparison; ds1-5_allDEGs_merged
LOC111137109,2,cross_study_DEG_comparison; ds1-5_allDEGs_merged
LOC111137111,2,cross_study_DEG_comparison; ds1-5_allDEGs_merged
LOC111137112,2,cross_study_DEG_comparison; ds1-5_allDEGs_merged
LOC111137215,2,cross_study_DEG_comparison; ds1-5_allDEGs_merged
LOC111137242,2,cross_study_DEG_comparison; ds1-5_allDEGs_merged
LOC111137302,2,cross_study_DEG_comparison; ds1-5_allDEGs_merged
LOC111137321,2,cross_study_DEG_comparison; ds1-5_allDEGs_merged
LOC111137339,2,cross_study_DEG_comparison; top_50_predictive_genes_for_classification
LOC111137347,2,cross_study_DEG_comparison; ds1-5_allDEGs_merged
LOC111137375,2,cross_study_DEG_comparison; ds1-5_allDEGs_merged
LOC111137398,2,cross_study_DEG_comparison; ds1-5_allDEGs_merged
LOC111137416,2,cross_study_DEG_comparison; ds1-5_allDEGs_merged
LOC111137459,2,cross_study_DEG_comparison; ds1-5_allDEGs_merged
LOC111137463,2,cross_study_DEG_comparison; ds1-5_allDEGs_merged
LOC111137512,2,cross_study_DEG_comparison; ds1-5_allDEGs_merged
LOC111137522,2,cross_study_DEG_comparison; ds1-5_allDEGs_merged
LOC111137575,2,cross_study_DEG_comparison; ds1-5_allDEGs_merged
LOC111137635,2,cross_study_DEG_comparison; ds1-5_allDEGs_merged
LOC111137766,2,cross_study_DEG_comparison; ds1-5_allDEGs_merged
LOC111137960,2,cross_study_DEG_comparison; ds1-5_allDEGs_merged
LOC111137967,2,cross_study_DEG_comparison; ds1-5_allDEGs_merged
LOC111137981,2,cross_study_DEG_comparison; ds1-5_allDEGs_merged
LOC111138059,2,cross_study_DEG_comparison; ds1-5_allDEGs_merged
LOC111138160,2,cross_study_DEG_comparison; top_50_predictive_genes_for_classification
LOC111138165,2,cross_study_DEG_comparison; ds1-5_allDEGs_merged
LOC111138174,2,cross_study_DEG_comparison; top_50_predictive_genes_for_classification
LOC111138209,2,cross_study_DEG_comparison; ds1-5_allDEGs_merged
LOC111138264,2,cross_study_DEG_comparison; ds1-5_allDEGs_merged
LOC111138274,2,cross_study_DEG_comparison; ds1-5_allDEGs_merged
LOC111138348,2,cross_study_DEG_comparison; ds1-5_allDEGs_merged
LOC111138370,2,cross_study_DEG_comparison; ds1-5_allDEGs_merged
LOC111138443,2,cross_study_DEG_comparison; ds1-5_allDEGs_merged
LOC111138463,2,cross_study_DEG_comparison; ds1-5_allDEGs_merged
LOC111138502,2,cross_study_DEG_comparison; ds1-5_allDEGs_merged
LOC111138507,2,cross_study_DEG_comparison; ds1-5_allDEGs_merged
DS3_Cg_OYG_10000016_10037988,1,cross_study_DEG_comparison
DS3_Cg_OYG_10000033_10034927,1,cross_study_DEG_comparison
DS3_Cg_OYG_10000085_10006861,1,cross_study_DEG_comparison
DS3_Cg_OYG_10000134_10016153,1,cross_study_DEG_comparison
DS3_Cg_OYG_10000212_10007288,1,cross_study_DEG_comparison
DS3_Cg_OYG_10000225_10029347,1,cross_study_DEG_comparison
DS3_Cg_OYG_10000258_10029030,1,cross_study_DEG_comparison
DS3_Cg_OYG_10000286_10031584,1,cross_study_DEG_comparison
DS3_Cg_OYG_10000359_10029232,1,cross_study_DEG_comparison
DS3_Cg_OYG_10000444_10001440,1,cross_study_DEG_comparison
DS3_Cg_OYG_10000573_10037404,1,cross_study_DEG_comparison
DS3_Cg_OYG_10000741_10001252,1,cross_study_DEG_comparison
DS3_Cg_OYG_10000854_10005587,1,cross_study_DEG_comparison
DS3_Cg_OYG_10000910_10021012,1,cross_study_DEG_comparison
DS3_Cg_OYG_10000923_10036928,1,cross_study_DEG_comparison
DS3_Cg_OYG_10000986_10032476,1,cross_study_DEG_comparison
DS3_Cg_OYG_10001189_10008248,1,cross_study_DEG_comparison
DS3_Cg_OYG_10001214_10005242,1,cross_study_DEG_comparison
DS3_Cg_OYG_10001373_10041368,1,cross_study_DEG_comparison
DS3_Cg_OYG_10001400_10038082,1,cross_study_DEG_comparison
DS3_Cg_OYG_10001516_10016129,1,cross_study_DEG_comparison
DS3_Cg_OYG_10001557_10041033,1,cross_study_DEG_comparison
DS3_Cg_OYG_10001570_10019299,1,cross_study_DEG_comparison
DS3_Cg_OYG_10001632_10029779,1,cross_study_DEG_comparison
DS3_Cg_OYG_10001663_10037434,1,cross_study_DEG_comparison
DS3_Cg_OYG_10001766,1,cross_study_DEG_comparison
DS3_Cg_OYG_10001781_10019818,1,cross_study_DEG_comparison
DS3_Cg_OYG_10001975_10018681,1,cross_study_DEG_comparison
DS3_Cg_OYG_10001976,1,cross_study_DEG_comparison
DS3_Cg_OYG_10002038_10031911,1,cross_study_DEG_comparison
DS3_Cg_OYG_10002143_10014473,1,cross_study_DEG_comparison
DS3_Cg_OYG_10002372,1,cross_study_DEG_comparison
DS3_Cg_OYG_10002435_10032856,1,cross_study_DEG_comparison
DS3_Cg_OYG_10002498_10016432,1,cross_study_DEG_comparison
DS3_Cg_OYG_10002521_10038478,1,cross_study_DEG_comparison
DS3_Cg_OYG_10002529_10034652,1,cross_study_DEG_comparison
DS3_Cg_OYG_10002584_10008715,1,cross_study_DEG_comparison
DS3_Cg_OYG_10002607_10003430,1,cross_study_DEG_comparison
DS3_Cg_OYG_10002658_10040256,1,cross_study_DEG_comparison
DS3_Cg_OYG_10002660_10037875,1,cross_study_DEG_comparison
DS3_Cg_OYG_10002664_10012547,1,cross_study_DEG_comparison
DS3_Cg_OYG_10002665_10004558,1,cross_study_DEG_comparison
DS3_Cg_OYG_10002738_10002974,1,cross_study_DEG_comparison
DS3_Cg_OYG_10002907_10036478,1,cross_study_DEG_comparison
DS3_Cg_OYG_10002984_10033080,1,cross_study_DEG_comparison
DS3_Cg_OYG_10003004_10010913,1,cross_study_DEG_comparison
DS3_Cg_OYG_10003063_10038613,1,cross_study_DEG_comparison
DS3_Cg_OYG_10003107_10039912,1,cross_study_DEG_comparison
DS3_Cg_OYG_10003303_10036458,1,cross_study_DEG_comparison
DS3_Cg_OYG_10003331_10029750,1,cross_study_DEG_comparison
DS3_Cg_OYG_10003354_10005709,1,cross_study_DEG_comparison
DS3_Cg_OYG_10003355_10011238,1,cross_study_DEG_comparison
DS3_Cg_OYG_10003373_10018541,1,cross_study_DEG_comparison
DS3_Cg_OYG_10003440_10031967,1,cross_study_DEG_comparison
DS3_Cg_OYG_10003466_10004644-D13,1,cross_study_DEG_comparison
DS3_Cg_OYG_10003466_10004644-D6,1,cross_study_DEG_comparison
DS3_Cg_OYG_10003562_10020126,1,cross_study_DEG_comparison
DS3_Cg_OYG_10003599_10005879,1,cross_study_DEG_comparison
DS3_Cg_OYG_10003641_10042070,1,cross_study_DEG_comparison
DS3_Cg_OYG_10003879_10005889,1,cross_study_DEG_comparison
DS3_Cg_OYG_10003895_10039161,1,cross_study_DEG_comparison
DS3_Cg_OYG_10003914_10019814,1,cross_study_DEG_comparison
DS3_Cg_OYG_10003923_10036301,1,cross_study_DEG_comparison
DS3_Cg_OYG_10003943_10020431,1,cross_study_DEG_comparison
DS3_Cg_OYG_10004025_10040991,1,cross_study_DEG_comparison
DS3_Cg_OYG_10004156_10038958,1,cross_study_DEG_comparison
DS3_Cg_OYG_10004194_10025545,1,cross_study_DEG_comparison
DS3_Cg_OYG_10004338,1,cross_study_DEG_comparison
DS3_Cg_OYG_10004370_10008999,1,cross_study_DEG_comparison
DS3_Cg_OYG_10004425_10033196,1,cross_study_DEG_comparison
DS3_Cg_OYG_10004487_10033709,1,cross_study_DEG_comparison
DS3_Cg_OYG_10004565_10021945,1,cross_study_DEG_comparison
DS3_Cg_OYG_10004645_10002533,1,cross_study_DEG_comparison
DS3_Cg_OYG_10004652_10011846,1,cross_study_DEG_comparison
DS3_Cg_OYG_10004654_10040083,1,cross_study_DEG_comparison
DS3_Cg_OYG_10004703_10005889,1,cross_study_DEG_comparison
DS3_Cg_OYG_10004791_10022678,1,cross_study_DEG_comparison
DS3_Cg_OYG_10004798_10037915,1,cross_study_DEG_comparison
DS3_Cg_OYG_10004837_10025768,1,cross_study_DEG_comparison
DS3_Cg_OYG_10004932_10039730,1,cross_study_DEG_comparison
DS3_Cg_OYG_10004947_10013195,1,cross_study_DEG_comparison
DS3_Cg_OYG_10004989_10024172,1,cross_study_DEG_comparison
DS3_Cg_OYG_10005133_10025404,1,cross_study_DEG_comparison
DS3_Cg_OYG_10005156_10023740,1,cross_study_DEG_comparison
DS3_Cg_OYG_10005162_10008792,1,cross_study_DEG_comparison
DS3_Cg_OYG_10005194_10010389-D14,1,cross_study_DEG_comparison
DS3_Cg_OYG_10005194_10010389-D26,1,cross_study_DEG_comparison
DS3_Cg_OYG_10005194_10010389-D31,1,cross_study_DEG_comparison
DS3_Cg_OYG_10005194_10010389-D9,1,cross_study_DEG_comparison
DS3_Cg_OYG_10005393_10006012,1,cross_study_DEG_comparison
DS3_Cg_OYG_10005419_10026347,1,cross_study_DEG_comparison
DS3_Cg_OYG_10005458_10037755,1,cross_study_DEG_comparison
DS3_Cg_OYG_10005511_10031575,1,cross_study_DEG_comparison
DS3_Cg_OYG_10005525_10000568,1,cross_study_DEG_comparison
DS3_Cg_OYG_10005590_10014734,1,cross_study_DEG_comparison
DS3_Cg_OYG_10005646_10008711,1,cross_study_DEG_comparison
DS3_Cg_OYG_10005738_10017913,1,cross_study_DEG_comparison
DS3_Cg_OYG_10005788_10041341,1,cross_study_DEG_comparison
DS3_Cg_OYG_10005808_10033432,1,cross_study_DEG_comparison
DS3_Cg_OYG_10005813_10016942,1,cross_study_DEG_comparison
DS3_Cg_OYG_10005815_10020394,1,cross_study_DEG_comparison
DS3_Cg_OYG_10005875_10019838,1,cross_study_DEG_comparison
DS3_Cg_OYG_10005878_10040586,1,cross_study_DEG_comparison
DS3_Cg_OYG_10005910_10041660,1,cross_study_DEG_comparison
DS3_Cg_OYG_10005949_10038045,1,cross_study_DEG_comparison
DS3_Cg_OYG_10006070_10016756,1,cross_study_DEG_comparison
DS3_Cg_OYG_10006186_10001797,1,cross_study_DEG_comparison
DS3_Cg_OYG_10006288_10029338,1,cross_study_DEG_comparison
DS3_Cg_OYG_10006297_10031746,1,cross_study_DEG_comparison
DS3_Cg_OYG_10006428_10022645,1,cross_study_DEG_comparison
DS3_Cg_OYG_10006474_10002853,1,cross_study_DEG_comparison
DS3_Cg_OYG_10006478_10006491,1,cross_study_DEG_comparison
DS3_Cg_OYG_10006488_10036626,1,cross_study_DEG_comparison
DS3_Cg_OYG_10006490_10038613,1,cross_study_DEG_comparison
DS3_Cg_OYG_10006517_10021218,1,cross_study_DEG_comparison
DS3_Cg_OYG_10006556_10025706,1,cross_study_DEG_comparison
DS3_Cg_OYG_10006570_10014535,1,cross_study_DEG_comparison
DS3_Cg_OYG_10006605_10024945,1,cross_study_DEG_comparison
DS3_Cg_OYG_10006606_10011624,1,cross_study_DEG_comparison
DS3_Cg_OYG_10006639_10008096,1,cross_study_DEG_comparison
DS3_Cg_OYG_10006757_10035964,1,cross_study_DEG_comparison
DS3_Cg_OYG_10006796_10010941,1,cross_study_DEG_comparison
DS3_Cg_OYG_10006829_10006492,1,cross_study_DEG_comparison
DS3_Cg_OYG_10006841_10007783,1,cross_study_DEG_comparison
DS3_Cg_OYG_10006874_10034791,1,cross_study_DEG_comparison
DS3_Cg_OYG_10006889_10024102,1,cross_study_DEG_comparison
DS3_Cg_OYG_10006926_10034817,1,cross_study_DEG_comparison
DS3_Cg_OYG_10006965_10011525,1,cross_study_DEG_comparison
DS3_Cg_OYG_10007011_10027007,1,cross_study_DEG_comparison
DS3_Cg_OYG_10007023_10035502,1,cross_study_DEG_comparison
DS3_Cg_OYG_10007043_10004604,1,cross_study_DEG_comparison
DS3_Cg_OYG_10007071_10030857,1,cross_study_DEG_comparison
DS3_Cg_OYG_10007096_10022159,1,cross_study_DEG_comparison
DS3_Cg_OYG_10007196_10020282,1,cross_study_DEG_comparison
DS3_Cg_OYG_10007276_10005678,1,cross_study_DEG_comparison
DS3_Cg_OYG_10007278_10006872,1,cross_study_DEG_comparison
DS3_Cg_OYG_10007295_10036624,1,cross_study_DEG_comparison
DS3_Cg_OYG_10007357_10036318,1,cross_study_DEG_comparison
DS3_Cg_OYG_10007366_10012865,1,cross_study_DEG_comparison
DS3_Cg_OYG_10007386_10032787,1,cross_study_DEG_comparison
DS3_Cg_OYG_10007407_10018827,1,cross_study_DEG_comparison
DS3_Cg_OYG_10007481_10018288,1,cross_study_DEG_comparison
DS3_Cg_OYG_10007567_10009996,1,cross_study_DEG_comparison
DS3_Cg_OYG_10007645_10025556,1,cross_study_DEG_comparison
DS3_Cg_OYG_10007661_10008409,1,cross_study_DEG_comparison
DS3_Cg_OYG_10007681_10025110,1,cross_study_DEG_comparison
DS3_Cg_OYG_10007774_10042075,1,cross_study_DEG_comparison
DS3_Cg_OYG_10007807_10038209,1,cross_study_DEG_comparison
DS3_Cg_OYG_10007827_10002477,1,cross_study_DEG_comparison
DS3_Cg_OYG_10007882_10005153,1,cross_study_DEG_comparison
DS3_Cg_OYG_10007923_10017902,1,cross_study_DEG_comparison
DS3_Cg_OYG_10007924_10017903,1,cross_study_DEG_comparison
DS3_Cg_OYG_10007963_10000717,1,cross_study_DEG_comparison
DS3_Cg_OYG_10007991_10034321,1,cross_study_DEG_comparison
DS3_Cg_OYG_10008155_10016668,1,cross_study_DEG_comparison
DS3_Cg_OYG_10008175_10015227,1,cross_study_DEG_comparison
DS3_Cg_OYG_10008226_10028787,1,cross_study_DEG_comparison
DS3_Cg_OYG_10008233_10010366,1,cross_study_DEG_comparison
DS3_Cg_OYG_10008285_10031678,1,cross_study_DEG_comparison
DS3_Cg_OYG_10008379_10010992,1,cross_study_DEG_comparison
DS3_Cg_OYG_10008422_10021878,1,cross_study_DEG_comparison
DS3_Cg_OYG_10008504_10007611,1,cross_study_DEG_comparison
DS3_Cg_OYG_10008557_10038282,1,cross_study_DEG_comparison
DS3_Cg_OYG_10008565_10026839,1,cross_study_DEG_comparison
DS3_Cg_OYG_10008641_10020485,1,cross_study_DEG_comparison
DS3_Cg_OYG_10008747_10039965,1,cross_study_DEG_comparison
DS3_Cg_OYG_10008752_10039711,1,cross_study_DEG_comparison
DS3_Cg_OYG_10008753_10039709,1,cross_study_DEG_comparison
DS3_Cg_OYG_10008952_10020757,1,cross_study_DEG_comparison
DS3_Cg_OYG_10009041_10028674,1,cross_study_DEG_comparison
DS3_Cg_OYG_10009048_10010718,1,cross_study_DEG_comparison
DS3_Cg_OYG_10009092_10017642,1,cross_study_DEG_comparison
DS3_Cg_OYG_10009217_10001557R,1,cross_study_DEG_comparison
DS3_Cg_OYG_10009271_10025338,1,cross_study_DEG_comparison
DS3_Cg_OYG_10009423_10038213,1,cross_study_DEG_comparison
DS3_Cg_OYG_10009612_10030036,1,cross_study_DEG_comparison
DS3_Cg_OYG_10009685_10023496,1,cross_study_DEG_comparison
DS3_Cg_OYG_10010012_10015558,1,cross_study_DEG_comparison
DS3_Cg_OYG_10010167_10027830,1,cross_study_DEG_comparison
DS3_Cg_OYG_10010243_10032718,1,cross_study_DEG_comparison
DS3_Cg_OYG_10010262_10031120,1,cross_study_DEG_comparison
DS3_Cg_OYG_10010268_10034983,1,cross_study_DEG_comparison
DS3_Cg_OYG_10010276_10041982,1,cross_study_DEG_comparison
DS3_Cg_OYG_10010419_10021935,1,cross_study_DEG_comparison
DS3_Cg_OYG_10010430_10035108,1,cross_study_DEG_comparison
DS3_Cg_OYG_10010443_10038613,1,cross_study_DEG_comparison
DS3_Cg_OYG_10010476_10030790,1,cross_study_DEG_comparison
DS3_Cg_OYG_10010481_10024422,1,cross_study_DEG_comparison
DS3_Cg_OYG_10010509_10002115,1,cross_study_DEG_comparison
DS3_Cg_OYG_10010513_10016387,1,cross_study_DEG_comparison
DS3_Cg_OYG_10010517_10038613,1,cross_study_DEG_comparison
DS3_Cg_OYG_10010635_10034636,1,cross_study_DEG_comparison
DS3_Cg_OYG_10010706_10013779,1,cross_study_DEG_comparison
DS3_Cg_OYG_10010805_10002503,1,cross_study_DEG_comparison
DS3_Cg_OYG_10010863_10015204,1,cross_study_DEG_comparison
DS3_Cg_OYG_10010919_10036244,1,cross_study_DEG_comparison
DS3_Cg_OYG_10011199_10040492,1,cross_study_DEG_comparison
DS3_Cg_OYG_10011205_10014826,1,cross_study_DEG_comparison
DS3_Cg_OYG_10011228_10028731,1,cross_study_DEG_comparison
DS3_Cg_OYG_10011253_10020681,1,cross_study_DEG_comparison
DS3_Cg_OYG_10011310_10001650,1,cross_study_DEG_comparison
DS3_Cg_OYG_10011342_10006021,1,cross_study_DEG_comparison
DS3_Cg_OYG_10011354,1,cross_study_DEG_comparison
DS3_Cg_OYG_10011359_10027472,1,cross_study_DEG_comparison
DS3_Cg_OYG_10011385_10008879,1,cross_study_DEG_comparison
DS3_Cg_OYG_10011387_10037142,1,cross_study_DEG_comparison
DS3_Cg_OYG_10011481_10036112,1,cross_study_DEG_comparison
DS3_Cg_OYG_10011522_10006895,1,cross_study_DEG_comparison
DS3_Cg_OYG_10011543_10034490,1,cross_study_DEG_comparison
DS3_Cg_OYG_10011654_10020117,1,cross_study_DEG_comparison
DS3_Cg_OYG_10011686_10030619,1,cross_study_DEG_comparison
DS3_Cg_OYG_10011748_10018921,1,cross_study_DEG_comparison
DS3_Cg_OYG_10011810_10032591,1,cross_study_DEG_comparison
DS3_Cg_OYG_10011837_10012607,1,cross_study_DEG_comparison
DS3_Cg_OYG_10011867_10018863,1,cross_study_DEG_comparison
DS3_Cg_OYG_10011942_10036961,1,cross_study_DEG_comparison
DS3_Cg_OYG_10011958_10006710,1,cross_study_DEG_comparison
DS3_Cg_OYG_10012053_10037533,1,cross_study_DEG_comparison
DS3_Cg_OYG_10012198_10036494,1,cross_study_DEG_comparison
DS3_Cg_OYG_10012232_10019325,1,cross_study_DEG_comparison
DS3_Cg_OYG_10012280_10030367,1,cross_study_DEG_comparison
DS3_Cg_OYG_10012321_10008242,1,cross_study_DEG_comparison
DS3_Cg_OYG_10012337_10020418,1,cross_study_DEG_comparison
DS3_Cg_OYG_10012347_10033778,1,cross_study_DEG_comparison
DS3_Cg_OYG_10012415_10015629,1,cross_study_DEG_comparison
DS3_Cg_OYG_10012426_10021215,1,cross_study_DEG_comparison
DS3_Cg_OYG_10012431_10013471,1,cross_study_DEG_comparison
DS3_Cg_OYG_10012525_10017827,1,cross_study_DEG_comparison
DS3_Cg_OYG_10012546_10036825,1,cross_study_DEG_comparison
DS3_Cg_OYG_10012553_10024788,1,cross_study_DEG_comparison
DS3_Cg_OYG_10012630_10035352,1,cross_study_DEG_comparison
DS3_Cg_OYG_10012699_10031353,1,cross_study_DEG_comparison
DS3_Cg_OYG_10012711_10026845,1,cross_study_DEG_comparison
DS3_Cg_OYG_10012864_10035439,1,cross_study_DEG_comparison
DS3_Cg_OYG_10012943_10036072,1,cross_study_DEG_comparison
DS3_Cg_OYG_10012952_10020501,1,cross_study_DEG_comparison
DS3_Cg_OYG_10012965_10038384,1,cross_study_DEG_comparison
DS3_Cg_OYG_10013049_10031575,1,cross_study_DEG_comparison
DS3_Cg_OYG_10013066_10005242,1,cross_study_DEG_comparison
DS3_Cg_OYG_10013069_10009056,1,cross_study_DEG_comparison
DS3_Cg_OYG_10013076_10031957,1,cross_study_DEG_comparison
DS3_Cg_OYG_10013081_10031954,1,cross_study_DEG_comparison
DS3_Cg_OYG_10013084_10008413,1,cross_study_DEG_comparison
DS3_Cg_OYG_10013090_10008419,1,cross_study_DEG_comparison
DS3_Cg_OYG_10013133_10019072,1,cross_study_DEG_comparison
DS3_Cg_OYG_10013155_10017925,1,cross_study_DEG_comparison
DS3_Cg_OYG_10013296_10014060,1,cross_study_DEG_comparison
