LOC_ID,Gene_description,Canonical_XP,N_studies,DS1_identified,DS1_n_comparisons,DS1_comparisons,DS2_identified,DS2_n_comparisons,DS2_comparisons,DS3_identified,DS3_n_comparisons,DS3_comparisons,DS4_identified,DS4_n_comparisons,DS4_comparisons,DS5_identified,DS5_n_comparisons,DS5_comparisons
LOC111109596,uncharacterized protein LOC111109596 isoform X1,XP_022301492.1,1,No,0,,No,0,,Yes,1,Cv_Pmarinus_infection,No,0,,No,0,
LOC111109614,uncharacterized protein LOC111109614,XP_022301515.1,1,Yes,1,fam90_vs_fam89,No,0,,No,0,,No,0,,No,0,
LOC111109627,striatin-interacting protein 1 homolog isoform X3,XP_022301531.1,1,No,0,,No,0,,No,0,,Yes,1,28d_fed_vs_inj,No,0,
LOC111109647,protein lin-37 homolog,XP_022301561.1,1,Yes,1,fam90_vs_fam120,No,0,,No,0,,No,0,,No,0,
LOC111109653,uncharacterized protein LOC111109653,XP_022301571.1,1,Yes,3,fam90_vs_fam120; fam90_vs_fam84; fam90_vs_fam89,No,0,,No,0,,No,0,,No,0,
LOC111109667,GTPase IMAP family member 4-like,XP_022301588.1,1,No,0,,No,0,,No,0,,Yes,1,28d_fed_vs_inj,No,0,
LOC111109669,uncharacterized protein LOC111109669,XP_022301591.1,1,Yes,2,fam90_vs_fam84; fam90_vs_fam89,No,0,,No,0,,No,0,,No,0,
LOC111109670,uncharacterized protein LOC111109670,XP_022301592.1,1,No,0,,No,0,,Yes,1,Cv_Pmarinus_infection,No,0,,No,0,
LOC111109671,meprin A subunit beta-like isoform X2,XP_022301593.1,1,Yes,3,fam90_vs_fam120; fam90_vs_fam84; fam90_vs_fam89,No,0,,No,0,,No,0,,No,0,
LOC111109677,high mobility group protein B3-like,XP_022301603.1,1,Yes,1,fam90_vs_fam89,No,0,,No,0,,No,0,,No,0,
LOC111109683,uncharacterized protein LOC111109683,XP_022301609.1,1,Yes,3,fam90_vs_fam120; fam90_vs_fam84; fam90_vs_fam89,No,0,,No,0,,No,0,,No,0,
LOC111109685,probable E3 ubiquitin-protein ligase MID2,XP_022301610.1,1,Yes,2,fam90_vs_fam84; fam90_vs_fam89,No,0,,No,0,,No,0,,No,0,
LOC111109702,uncharacterized protein LOC111109702,XP_022301632.1,1,Yes,1,fam90_vs_fam120,No,0,,No,0,,No,0,,No,0,
LOC111109739,tissue inhibitor of metalloproteinase-like,XP_022301671.1,1,No,0,,No,0,,Yes,1,Cv_Pmarinus_infection,No,0,,No,0,
LOC111109741,uncharacterized protein LOC111109741 isoform X2,XP_022301673.1,1,Yes,1,fam90_vs_fam89,No,0,,No,0,,No,0,,No,0,
LOC111109749,transmembrane protein 45B-like isoform X1,XP_022301682.1,1,Yes,1,fam90_vs_fam89,No,0,,No,0,,No,0,,No,0,
LOC111109768,ras-related protein rab7,XP_022301704.1,1,Yes,2,fam90_vs_fam84; fam90_vs_fam89,No,0,,No,0,,No,0,,No,0,
LOC111109792,complement C1q-like protein 4,XP_022301736.1,1,Yes,1,fam90_vs_fam84,No,0,,No,0,,No,0,,No,0,
LOC111109812,cytochrome P450 1A1-like,XP_022301759.1,1,Yes,3,fam90_vs_fam120; fam90_vs_fam84; fam90_vs_fam89,No,0,,No,0,,No,0,,No,0,
LOC111109817,galactose-specific lectin nattectin-like,XP_022301766.1,1,Yes,1,fam90_vs_fam84,No,0,,No,0,,No,0,,No,0,
LOC111109837,uncharacterized protein LOC111109837,XP_022301794.1,1,Yes,1,fam90_vs_fam89,No,0,,No,0,,No,0,,No,0,
LOC111109840,uncharacterized protein LOC111109840 isoform X1,XP_022301795.1,1,No,0,,No,0,,No,0,,Yes,1,28d_fed_vs_inj,No,0,
LOC111109844,ADP-sugar pyrophosphatase-like,XP_022301801.1,1,Yes,2,fam90_vs_fam120; fam90_vs_fam84,No,0,,No,0,,No,0,,No,0,
LOC111109850,caveolin-1-like,XP_022301807.1,1,Yes,1,fam90_vs_fam84,No,0,,No,0,,No,0,,No,0,
LOC111109852,E3 ubiquitin-protein ligase TRIM36-like,XP_022301810.1,1,No,0,,No,0,,No,0,,Yes,1,6h_fed_vs_ctrl,No,0,
LOC111109862,ras-related protein rab7,XP_022301821.1,1,Yes,1,fam90_vs_fam84,No,0,,No,0,,No,0,,No,0,
LOC111109866,uncharacterized protein LOC111109866,XP_022301826.1,1,No,0,,No,0,,Yes,1,Cv_Pmarinus_infection,No,0,,No,0,
LOC111109875,uncharacterized protein LOC111109875,XP_022301838.1,1,Yes,2,fam90_vs_fam120; fam90_vs_fam84,No,0,,No,0,,No,0,,No,0,
LOC111109878,GTPase IMAP family member 4-like,XP_022301840.1,1,No,0,,No,0,,Yes,1,Cv_Pmarinus_infection,No,0,,No,0,
LOC111109884,tetraspanin-6-like,XP_022301849.1,1,No,0,,No,0,,Yes,1,Cv_Pmarinus_infection,No,0,,No,0,
LOC111109899,neurofilament medium polypeptide-like isoform X1,XP_022301869.1,1,No,0,,No,0,,Yes,1,Cv_Pmarinus_infection,No,0,,No,0,
LOC111109910,,,1,No,0,,No,0,,Yes,1,Cv_Pmarinus_infection,No,0,,No,0,
LOC111109912,uncharacterized protein LOC111109912,XP_022301884.1,1,Yes,1,fam90_vs_fam89,No,0,,No,0,,No,0,,No,0,
LOC111109924,myoneurin-like,XP_022301898.1,1,Yes,1,fam90_vs_fam84,No,0,,No,0,,No,0,,No,0,
LOC111109929,uncharacterized protein LOC111109929,XP_022301905.1,1,Yes,3,fam90_vs_fam120; fam90_vs_fam84; fam90_vs_fam89,No,0,,No,0,,No,0,,No,0,
LOC111109930,uncharacterized protein LOC111109930,XP_022301906.1,1,Yes,1,fam90_vs_fam120,No,0,,No,0,,No,0,,No,0,
LOC111109932,uncharacterized protein LOC111109932 isoform X1,XP_022301908.1,1,Yes,3,fam90_vs_fam120; fam90_vs_fam84; fam90_vs_fam89,No,0,,No,0,,No,0,,No,0,
LOC111109934,complement C1q tumor necrosis factor-related protein 6-like,XP_022301910.1,1,No,0,,Yes,1,Pmarinus_infection,No,0,,No,0,,No,0,
LOC111109944,uncharacterized protein LOC111109944 isoform X1,XP_022301920.1,1,Yes,2,fam90_vs_fam84; fam90_vs_fam89,No,0,,No,0,,No,0,,No,0,
LOC111109946,uncharacterized protein LOC111109946,XP_022301924.1,1,Yes,1,fam90_vs_fam84,No,0,,No,0,,No,0,,No,0,
LOC111109956,toll-like receptor 6,XP_022301943.1,1,Yes,1,fam90_vs_fam89,No,0,,No,0,,No,0,,No,0,
LOC111109958,uncharacterized protein LOC111109958,XP_022301946.1,1,Yes,1,fam90_vs_fam120,No,0,,No,0,,No,0,,No,0,
LOC111109959,,,1,No,0,,No,0,,Yes,1,Cv_Pmarinus_infection,No,0,,No,0,
LOC111109960,,,1,No,0,,No,0,,Yes,1,Cv_Pmarinus_infection,No,0,,No,0,
LOC111109965,uncharacterized protein LOC111109965,XP_022301957.1,1,Yes,2,fam90_vs_fam120; fam90_vs_fam89,No,0,,No,0,,No,0,,No,0,
LOC111109973,"isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial-like isoform X4",XP_022301966.1,1,Yes,2,fam90_vs_fam84; fam90_vs_fam89,No,0,,No,0,,No,0,,No,0,
LOC111109984,kunitz-type serine protease inhibitor A-like,XP_022301984.1,1,No,0,,No,0,,Yes,1,Cv_Pmarinus_infection,No,0,,No,0,
LOC111110004,angiopoietin-4-like,XP_022302013.1,1,No,0,,No,0,,Yes,1,Cv_Pmarinus_infection,No,0,,No,0,
LOC111110005,uncharacterized protein LOC111110005,XP_022302014.1,1,Yes,1,fam90_vs_fam120,No,0,,No,0,,No,0,,No,0,
LOC111110008,cilia- and flagella-associated protein 100-like,XP_022302018.1,1,No,0,,No,0,,No,0,,Yes,1,28d_fed_vs_inj,No,0,
LOC111110014,uncharacterized protein LOC111110014 isoform X1,XP_022302029.1,1,No,0,,No,0,,No,0,,Yes,1,7d_fed_vs_inj,No,0,
LOC111110027,fucolectin-like,XP_022302049.1,1,Yes,2,fam90_vs_fam120; fam90_vs_fam84,No,0,,No,0,,No,0,,No,0,
LOC111110028,uncharacterized protein LOC111110028 isoform X2,XP_022302050.1,1,Yes,2,fam90_vs_fam120; fam90_vs_fam89,No,0,,No,0,,No,0,,No,0,
LOC111110032,fucolectin-like,XP_022302063.1,1,Yes,3,fam90_vs_fam120; fam90_vs_fam84; fam90_vs_fam89,No,0,,No,0,,No,0,,No,0,
LOC111110034,IQ and ubiquitin-like domain-containing protein,XP_022302068.1,1,Yes,1,fam90_vs_fam89,No,0,,No,0,,No,0,,No,0,
LOC111110038,uncharacterized protein LOC111110038 isoform X1,XP_022302074.1,1,Yes,3,fam90_vs_fam120; fam90_vs_fam84; fam90_vs_fam89,No,0,,No,0,,No,0,,No,0,
LOC111110040,uncharacterized protein LOC111110040,XP_022302077.1,1,Yes,1,fam90_vs_fam84,No,0,,No,0,,No,0,,No,0,
LOC111110047,very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 2-like,XP_022302089.1,1,No,0,,No,0,,Yes,1,Cv_Pmarinus_infection,No,0,,No,0,
LOC111110051,uncharacterized protein LOC111110051,XP_022302090.1,1,Yes,3,fam90_vs_fam120; fam90_vs_fam84; fam90_vs_fam89,No,0,,No,0,,No,0,,No,0,
LOC111110056,uncharacterized protein LOC111110056,XP_022302101.1,1,Yes,1,fam90_vs_fam120,No,0,,No,0,,No,0,,No,0,
LOC111110057,germinal-center associated nuclear protein-like,XP_022302099.1,1,Yes,1,fam90_vs_fam84,No,0,,No,0,,No,0,,No,0,
LOC111110063,glutamic acid-rich protein-like isoform X1,XP_022302144.1,1,Yes,1,fam90_vs_fam84,No,0,,No,0,,No,0,,No,0,
LOC111110066,uncharacterized protein LOC111110066,XP_022302107.1,1,Yes,1,fam90_vs_fam89,No,0,,No,0,,No,0,,No,0,
LOC111110083,SLIT-ROBO Rho GTPase-activating protein 1-like isoform X7,XP_022302125.1,1,No,0,,No,0,,No,0,,Yes,1,6h_fed_vs_ctrl,No,0,
LOC111110090,fucolectin-like,XP_022302147.1,1,Yes,1,fam90_vs_fam120,No,0,,No,0,,No,0,,No,0,
LOC111110093,uncharacterized protein LOC111110093 isoform X1,XP_022302151.1,1,Yes,1,fam90_vs_fam120,No,0,,No,0,,No,0,,No,0,
LOC111110096,uncharacterized protein LOC111110096,XP_022302160.1,1,Yes,1,fam90_vs_fam120,No,0,,No,0,,No,0,,No,0,
LOC111110105,aplysianin-A-like,XP_022302174.1,1,Yes,3,fam90_vs_fam120; fam90_vs_fam84; fam90_vs_fam89,No,0,,No,0,,No,0,,No,0,
LOC111110109,peroxidasin homolog,XP_022302181.1,1,Yes,1,fam90_vs_fam120,No,0,,No,0,,No,0,,No,0,
LOC111110122,heavy metal-binding protein HIP-like,XP_022302195.1,1,Yes,3,fam90_vs_fam120; fam90_vs_fam84; fam90_vs_fam89,No,0,,No,0,,No,0,,No,0,
LOC111110140,complement C1q tumor necrosis factor-related protein 4-like,XP_022302222.1,1,Yes,2,fam90_vs_fam84; fam90_vs_fam89,No,0,,No,0,,No,0,,No,0,
LOC111110148,uncharacterized protein LOC111110148 isoform X1,XP_022302238.1,1,No,0,,No,0,,No,0,,Yes,1,28d_fed_vs_inj,No,0,
LOC111110149,uncharacterized protein LOC111110149,XP_022302243.1,1,Yes,2,fam90_vs_fam120; fam90_vs_fam84,No,0,,No,0,,No,0,,No,0,
LOC111110171,uncharacterized protein LOC111110171 isoform X1,XP_022302269.1,1,Yes,1,fam90_vs_fam120,No,0,,No,0,,No,0,,No,0,
LOC111110174,uncharacterized protein LOC111110174,XP_022302273.1,1,Yes,2,fam90_vs_fam84; fam90_vs_fam89,No,0,,No,0,,No,0,,No,0,
LOC111110181,centromere protein P-like,XP_022302283.1,1,Yes,3,fam90_vs_fam120; fam90_vs_fam84; fam90_vs_fam89,No,0,,No,0,,No,0,,No,0,
LOC111110183,uncharacterized protein LOC111110183,XP_022302285.1,1,No,0,,No,0,,Yes,1,Cv_Pmarinus_infection,No,0,,No,0,
LOC111110198,uncharacterized protein LOC111110198,XP_022302303.1,1,No,0,,No,0,,No,0,,Yes,1,28d_fed_vs_inj,No,0,
LOC111110199,uncharacterized protein LOC111110199 isoform X2,XP_022302299.1,1,Yes,2,fam90_vs_fam120; fam90_vs_fam89,No,0,,No,0,,No,0,,No,0,
LOC111110202,EMILIN-2-like,XP_022302306.1,1,No,0,,No,0,,Yes,1,Cv_Pmarinus_infection,No,0,,No,0,
LOC111110207,collagen alpha-1(XIV) chain-like,XP_022302314.1,1,Yes,1,fam90_vs_fam120,No,0,,No,0,,No,0,,No,0,
LOC111110247,fucolectin-like,XP_022302367.1,1,Yes,1,fam90_vs_fam84,No,0,,No,0,,No,0,,No,0,
LOC111110250,uncharacterized protein LOC111110250 isoform X2,XP_022302371.1,1,Yes,1,fam90_vs_fam89,No,0,,No,0,,No,0,,No,0,
LOC111110251,uncharacterized protein LOC111110251,XP_022302378.1,1,No,0,,No,0,,Yes,1,Cv_Pmarinus_infection,No,0,,No,0,
LOC111110273,pollen-specific leucine-rich repeat extensin-like protein 2,XP_022302404.1,1,Yes,2,fam90_vs_fam120; fam90_vs_fam89,No,0,,No,0,,No,0,,No,0,
LOC111110280,"isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial-like isoform X2",XP_022302411.1,1,No,0,,No,0,,No,0,,Yes,1,6h_fed_vs_ctrl,No,0,
LOC111110283,fatty acyl-CoA reductase 1-like,XP_022302419.1,1,No,0,,No,0,,No,0,,Yes,1,28d_fed_vs_inj,No,0,
LOC111110286,protein draper-like,XP_022302420.1,1,Yes,2,fam90_vs_fam84; fam90_vs_fam89,No,0,,No,0,,No,0,,No,0,
LOC111110290,uncharacterized protein LOC111110290,XP_022302424.1,1,No,0,,No,0,,Yes,1,Cv_Pmarinus_infection,No,0,,No,0,
LOC111110296,uncharacterized protein LOC111110296 isoform X5,XP_022302429.1,1,Yes,1,fam90_vs_fam120,No,0,,No,0,,No,0,,No,0,
LOC111110304,complement C1q subcomponent subunit B-like,XP_022302448.1,1,Yes,1,fam90_vs_fam120,No,0,,No,0,,No,0,,No,0,
LOC111110309,uncharacterized protein LOC111110309,XP_022302455.1,1,Yes,3,fam90_vs_fam120; fam90_vs_fam84; fam90_vs_fam89,No,0,,No,0,,No,0,,No,0,
LOC111110310,FMRFamide receptor-like,XP_022302456.1,1,Yes,1,fam90_vs_fam89,No,0,,No,0,,No,0,,No,0,
LOC111110311,copine-8-like isoform X2,XP_022302457.1,1,Yes,3,fam90_vs_fam120; fam90_vs_fam84; fam90_vs_fam89,No,0,,No,0,,No,0,,No,0,
LOC111110317,uncharacterized protein LOC111110317,XP_022302470.1,1,Yes,1,fam90_vs_fam89,No,0,,No,0,,No,0,,No,0,
LOC111110318,complement C1q-like protein 4 isoform X2,XP_022302471.1,1,Yes,1,fam90_vs_fam120,No,0,,No,0,,No,0,,No,0,
LOC111110321,GTPase IMAP family member 7-like isoform X2,XP_022302475.1,1,No,0,,No,0,,Yes,1,Cv_Pmarinus_infection,No,0,,No,0,
LOC111110323,uncharacterized protein LOC111110323,XP_022302479.1,1,No,0,,No,0,,Yes,1,Cv_Pmarinus_infection,No,0,,No,0,
LOC111110333,uncharacterized protein LOC111110333 isoform X2,XP_022302492.1,1,Yes,3,fam90_vs_fam120; fam90_vs_fam84; fam90_vs_fam89,No,0,,No,0,,No,0,,No,0,
LOC111110336,uncharacterized protein LOC111110336,XP_022302498.1,1,Yes,1,fam90_vs_fam89,No,0,,No,0,,No,0,,No,0,
LOC111110340,uncharacterized protein LOC111110340,XP_022302503.1,1,No,0,,No,0,,Yes,1,Cv_Pmarinus_infection,No,0,,No,0,
LOC111110347,SLIT-ROBO Rho GTPase-activating protein 1-like isoform X7,XP_022302515.1,1,Yes,1,fam90_vs_fam89,No,0,,No,0,,No,0,,No,0,
LOC111110352,uncharacterized protein LOC111110352 isoform X1,XP_022302531.1,1,No,0,,No,0,,No,0,,Yes,1,28d_fed_vs_inj,No,0,
LOC111110353,neuronal acetylcholine receptor subunit alpha-10-like,XP_022302537.1,1,Yes,2,fam90_vs_fam84; fam90_vs_fam89,No,0,,No,0,,No,0,,No,0,
LOC111110373,uncharacterized protein LOC111110373,XP_022302560.1,1,Yes,1,fam90_vs_fam84,No,0,,No,0,,No,0,,No,0,
LOC111110374,uncharacterized protein LOC111110374,XP_022302561.1,1,Yes,3,fam90_vs_fam120; fam90_vs_fam84; fam90_vs_fam89,No,0,,No,0,,No,0,,No,0,
LOC111110376,transmembrane protein 229b-like,XP_022302563.1,1,Yes,2,fam90_vs_fam120; fam90_vs_fam84,No,0,,No,0,,No,0,,No,0,
LOC111110385,sentrin-specific protease 1-like,XP_022302574.1,1,Yes,1,fam90_vs_fam89,No,0,,No,0,,No,0,,No,0,
LOC111110394,uncharacterized protein LOC111110394 isoform X1,XP_022302586.1,1,Yes,3,fam90_vs_fam120; fam90_vs_fam84; fam90_vs_fam89,No,0,,No,0,,No,0,,No,0,
LOC111110402,actin cytoskeleton-regulatory complex protein pan1-like,XP_022302601.1,1,Yes,2,fam90_vs_fam120; fam90_vs_fam84,No,0,,No,0,,No,0,,No,0,
LOC111110404,uncharacterized protein LOC111110404,XP_022302603.1,1,Yes,1,fam90_vs_fam120,No,0,,No,0,,No,0,,No,0,
LOC111110405,uncharacterized protein LOC111110405,XP_022302604.1,1,Yes,1,fam90_vs_fam89,No,0,,No,0,,No,0,,No,0,
LOC111110417,formin-like protein 20,XP_022302618.1,1,Yes,1,fam90_vs_fam89,No,0,,No,0,,No,0,,No,0,
LOC111110423,uncharacterized protein LOC111110423 isoform X2,XP_022302628.1,1,Yes,2,fam90_vs_fam120; fam90_vs_fam84,No,0,,No,0,,No,0,,No,0,
LOC111110427,,,1,No,0,,No,0,,Yes,1,Cv_Pmarinus_infection,No,0,,No,0,
LOC111110439,uncharacterized protein LOC111110439,XP_022302646.1,1,No,0,,No,0,,No,0,,Yes,1,28d_fed_vs_inj,No,0,
LOC111110442,laccase-3-like,XP_022302650.1,1,No,0,,No,0,,No,0,,Yes,1,36h_fed_vs_inj,No,0,
LOC111110444,uncharacterized protein LOC111110444,XP_022302658.1,1,Yes,1,fam90_vs_fam89,No,0,,No,0,,No,0,,No,0,
LOC111110445,glutathione S-transferase 1-like,XP_022302654.1,1,Yes,1,fam90_vs_fam89,No,0,,No,0,,No,0,,No,0,
LOC111110452,fucolectin-like,XP_022302663.1,1,Yes,1,fam90_vs_fam120,No,0,,No,0,,No,0,,No,0,
LOC111110463,caveolin-1-like,XP_022302675.1,1,Yes,1,fam90_vs_fam84,No,0,,No,0,,No,0,,No,0,
LOC111110470,uncharacterized protein LOC111110470,XP_022302682.1,1,Yes,3,fam90_vs_fam120; fam90_vs_fam84; fam90_vs_fam89,No,0,,No,0,,No,0,,No,0,
LOC111110476,uncharacterized protein LOC111110476 isoform X1,XP_022302686.1,1,Yes,1,fam90_vs_fam120,No,0,,No,0,,No,0,,No,0,
LOC111110483,FMRFamide receptor-like,XP_022302705.1,1,Yes,1,fam90_vs_fam84,No,0,,No,0,,No,0,,No,0,
LOC111110518,uncharacterized protein LOC111110518 isoform X2,XP_022302765.1,1,Yes,1,fam90_vs_fam89,No,0,,No,0,,No,0,,No,0,
LOC111110540,uncharacterized protein LOC111110540 isoform X3,XP_022302786.1,1,No,0,,No,0,,No,0,,Yes,1,6h_fed_vs_ctrl,No,0,
LOC111110552,perlucin-like protein,XP_022302807.1,1,No,0,,No,0,,Yes,1,Cv_Pmarinus_infection,No,0,,No,0,
LOC111110554,inhibitor of growth protein 3-like isoform X2,XP_022302809.1,1,No,0,,No,0,,No,0,,Yes,1,36h_fed_vs_inj,No,0,
LOC111110570,uncharacterized protein LOC111110570,XP_022302832.1,1,Yes,2,fam90_vs_fam84; fam90_vs_fam89,No,0,,No,0,,No,0,,No,0,
LOC111110598,uncharacterized protein LOC111110598,XP_022302870.1,1,Yes,2,fam90_vs_fam84; fam90_vs_fam89,No,0,,No,0,,No,0,,No,0,
LOC111110600,LOW QUALITY PROTEIN: battenin-like,XP_022302872.1,1,Yes,1,fam90_vs_fam89,No,0,,No,0,,No,0,,No,0,
LOC111110603,pre-rRNA-processing protein TSR1 homolog isoform X2,XP_022302874.1,1,No,0,,No,0,,No,0,,Yes,1,7d_fed_vs_inj,No,0,
LOC111110605,uncharacterized protein LOC111110605,XP_022302880.1,1,No,0,,No,0,,No,0,,Yes,1,6h_fed_vs_ctrl,No,0,
LOC111110609,laccase-5-like,XP_022302884.1,1,No,0,,No,0,,No,0,,Yes,1,7d_fed_vs_inj,No,0,
LOC111110615,uncharacterized protein LOC111110615 isoform X2,XP_022302893.1,1,Yes,1,fam90_vs_fam84,No,0,,No,0,,No,0,,No,0,
LOC111110616,uncharacterized protein LOC111110616,XP_022302896.1,1,Yes,1,fam90_vs_fam84,No,0,,No,0,,No,0,,No,0,
LOC111110619,Hermansky-Pudlak syndrome 5 protein homolog,XP_022302902.1,1,Yes,2,fam90_vs_fam84; fam90_vs_fam89,No,0,,No,0,,No,0,,No,0,
LOC111110626,uncharacterized protein LOC111110626,XP_022302908.1,1,No,0,,No,0,,Yes,1,Cv_Pmarinus_infection,No,0,,No,0,
LOC111110628,methionine aminopeptidase 2-like isoform X2,XP_022302909.1,1,Yes,1,fam90_vs_fam84,No,0,,No,0,,No,0,,No,0,
LOC111110629,uncharacterized protein LOC111110629,XP_022302911.1,1,Yes,1,fam90_vs_fam89,No,0,,No,0,,No,0,,No,0,
LOC111110640,uncharacterized protein LOC111110640 isoform X2,XP_022302930.1,1,Yes,1,fam90_vs_fam89,No,0,,No,0,,No,0,,No,0,
LOC111110643,uncharacterized protein LOC111110643,XP_022302942.1,1,Yes,1,fam90_vs_fam120,No,0,,No,0,,No,0,,No,0,
LOC111110671,uncharacterized protein LOC111110671 isoform X4,XP_022302976.1,1,Yes,3,fam90_vs_fam120; fam90_vs_fam84; fam90_vs_fam89,No,0,,No,0,,No,0,,No,0,
LOC111110672,C-type lectin mannose-binding isoform-like isoform X1,XP_022302981.1,1,Yes,2,fam90_vs_fam120; fam90_vs_fam84,No,0,,No,0,,No,0,,No,0,
LOC111110674,uncharacterized protein LOC111110674 isoform X1,XP_022302983.1,1,Yes,2,fam90_vs_fam84; fam90_vs_fam89,No,0,,No,0,,No,0,,No,0,
LOC111110677,homeodomain-interacting protein kinase 2-like isoform X1,XP_022302993.1,1,No,0,,No,0,,Yes,1,Cv_Pmarinus_infection,No,0,,No,0,
LOC111110683,EF-hand calcium-binding domain-containing protein 10-like,XP_022302995.1,1,No,0,,No,0,,No,0,,Yes,1,28d_fed_vs_inj,No,0,
LOC111110686,uncharacterized protein LOC111110686,XP_022302997.1,1,Yes,2,fam90_vs_fam120; fam90_vs_fam89,No,0,,No,0,,No,0,,No,0,
LOC111110715,uncharacterized protein LOC111110715,XP_022303009.1,1,Yes,1,fam90_vs_fam84,No,0,,No,0,,No,0,,No,0,
LOC111110721,,,1,No,0,,No,0,,Yes,1,Cv_Pmarinus_infection,No,0,,No,0,
LOC111110735,uncharacterized protein LOC111110735,XP_022303035.1,1,No,0,,No,0,,Yes,1,Cv_Pmarinus_infection,No,0,,No,0,
LOC111110739,melanopsin-like isoform X2,XP_022303042.1,1,Yes,1,fam90_vs_fam89,No,0,,No,0,,No,0,,No,0,
LOC111110741,annexin A7-like,XP_022303054.1,1,No,0,,No,0,,No,0,,Yes,1,7d_fed_vs_inj,No,0,
LOC111110744,glucose transporter type 1-like,XP_022303055.1,1,Yes,1,fam90_vs_fam84,No,0,,No,0,,No,0,,No,0,
LOC111110746,mucin-5AC-like,XP_022303059.1,1,No,0,,No,0,,Yes,1,Cv_Pmarinus_infection,No,0,,No,0,
LOC111110748,uncharacterized protein LOC111110748 isoform X1,XP_022303061.1,1,Yes,2,fam90_vs_fam84; fam90_vs_fam89,No,0,,No,0,,No,0,,No,0,
LOC111110755,uncharacterized protein LOC111110755,XP_022303077.1,1,Yes,1,fam90_vs_fam120,No,0,,No,0,,No,0,,No,0,
LOC111110772,uncharacterized protein LOC111110772,XP_022303092.1,1,Yes,3,fam90_vs_fam120; fam90_vs_fam84; fam90_vs_fam89,No,0,,No,0,,No,0,,No,0,
LOC111110781,uncharacterized protein LOC111110781,XP_022303099.1,1,No,0,,No,0,,Yes,1,Cv_Pmarinus_infection,No,0,,No,0,
LOC111110785,L-ascorbate oxidase-like,XP_022303107.1,1,Yes,1,fam90_vs_fam120,No,0,,No,0,,No,0,,No,0,
LOC111110793,LOW QUALITY PROTEIN: WAS/WASL-interacting protein family member 1-like,XP_022303116.1,1,Yes,1,fam90_vs_fam84,No,0,,No,0,,No,0,,No,0,
LOC111110798,paired box protein Pax-6-like isoform X1,XP_022303122.1,1,Yes,2,fam90_vs_fam84; fam90_vs_fam89,No,0,,No,0,,No,0,,No,0,
LOC111110802,uncharacterized protein LOC111110802 isoform X2,XP_022303123.1,1,Yes,1,fam90_vs_fam89,No,0,,No,0,,No,0,,No,0,
LOC111110804,perlucin-like protein,XP_022303125.1,1,No,0,,No,0,,Yes,1,Cv_Pmarinus_infection,No,0,,No,0,
LOC111110808,apolipoprotein D-like,XP_022303128.1,1,Yes,2,fam90_vs_fam84; fam90_vs_fam89,No,0,,No,0,,No,0,,No,0,
LOC111110811,polyribonucleotide 5'-hydroxyl-kinase Clp1-like isoform X1,XP_022303130.1,1,Yes,1,fam90_vs_fam84,No,0,,No,0,,No,0,,No,0,
LOC111110814,uncharacterized protein LOC111110814,XP_022303175.1,1,Yes,1,fam90_vs_fam89,No,0,,No,0,,No,0,,No,0,
LOC111110818,uncharacterized protein LOC111110818,XP_022303151.1,1,No,0,,No,0,,No,0,,No,0,,Yes,1,resistant_fam266_36h_7d
LOC111110819,collagen alpha-2(VIII) chain-like,XP_022303152.1,1,Yes,1,fam90_vs_fam89,No,0,,No,0,,No,0,,No,0,
LOC111110824,TNF receptor-associated factor family protein DDB_G0272098-like,XP_022303160.1,1,No,0,,No,0,,Yes,1,Cv_Pmarinus_infection,No,0,,No,0,
LOC111110833,uncharacterized protein LOC111110833,XP_022303172.1,1,Yes,2,fam90_vs_fam84; fam90_vs_fam89,No,0,,No,0,,No,0,,No,0,
LOC111110866,adiponectin-like,XP_022303218.1,1,Yes,2,fam90_vs_fam84; fam90_vs_fam89,No,0,,No,0,,No,0,,No,0,
LOC111110875,GTPase IMAP family member 4-like,XP_022303233.1,1,Yes,2,fam90_vs_fam120; fam90_vs_fam84,No,0,,No,0,,No,0,,No,0,
LOC111110880,tyrosine-protein kinase Fer-like isoform X3,XP_022303241.1,1,Yes,1,fam90_vs_fam89,No,0,,No,0,,No,0,,No,0,
LOC111110883,uncharacterized protein LOC111110883 isoform X1,XP_022303247.1,1,Yes,3,fam90_vs_fam120; fam90_vs_fam84; fam90_vs_fam89,No,0,,No,0,,No,0,,No,0,
LOC111110887,uncharacterized protein LOC111110887,XP_022303254.1,1,Yes,1,fam90_vs_fam89,No,0,,No,0,,No,0,,No,0,
LOC111110888,multiple epidermal growth factor-like domains protein 10,XP_022303255.1,1,Yes,1,fam90_vs_fam89,No,0,,No,0,,No,0,,No,0,
LOC111110893,uncharacterized protein LOC111110893,XP_022303263.1,1,Yes,1,fam90_vs_fam120,No,0,,No,0,,No,0,,No,0,
LOC111110905,rhodopsin-like isoform X3,XP_022303275.1,1,Yes,2,fam90_vs_fam120; fam90_vs_fam84,No,0,,No,0,,No,0,,No,0,
LOC111110909,uncharacterized protein LOC111110909,XP_022303283.1,1,Yes,1,fam90_vs_fam89,No,0,,No,0,,No,0,,No,0,
LOC111110917,uncharacterized protein LOC111110917 isoform X1,XP_022303295.1,1,No,0,,No,0,,Yes,1,Cv_Pmarinus_infection,No,0,,No,0,
